date,title,location,salary,company_industry,education,prior_experience,bonus,stocks,total_comp,additional_benefits,tenure_length_period,tenure_length_period_units,survey_year
2019-12-09,"IT Engineer, Applications - ETL Development, but I technically sound 50% of my time doing DBA work as well",Desconhecido,,Desconhecido,Desconhecido,Desconhecido,No,"Recurring Bonus: Pension plan, potential 5% bonus based on group goals","ensation: ~85,000-90,000",False,2.5,years,2019
2019-12-09,Data Scientist,United States,105000.0,Financial,"MS in Analytics, BS in Math",Internship:** 2 years at a different company,Desconhecido,Desconhecido,"120,000",False,2.0,unknown,2019
2019-12-09,Data Scientist,"Midwestern United States, USA",72.0,Marketing,"2 years of college for comp sci (no degree), coding bootcamp, other than that I'm self taught",Hired as an ETL developer then moved to DS team 7 months later.  $Internship  - N/A  $Coop - N/A,0,Around $6K on bonuses + 401K employer match,I'll net about $80K this year,False,2.0,years,2019
2019-12-09,Desconhecido,"Stockholm, Sweden",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,before ipo + some other random stuff,"ensation: probably around 51,000",False,2.0,unknown,2019
2019-12-09,Data Scientist,"Austin, TX, USA",116500.0,Fintech,"MSE (aerospace engineering, UT Austin), BS (mechanical engineering, Caltech",3 months at small startup as data scientist   * 10 week internship as machine learning engineer,Desconhecido,7.5% annual bonus (depending on company performance)* 4 Weeks PTO (all PTO lumped into one)* Work from home as needed* 401k: 4% matching at 100,140k,False,4.0,months,2019
2019-12-09,Senior Data Scientist,"San Francisco Bay, California, USA",475.0,Tech (already easy enough to identify me and anyone that knows typical pay structures in the bay can guess the company,Desconhecido,Desconhecido,es:** 5% of base in optionsHad two other offers this year.  Total comp were comparable (after negotiation as the first offers were both 25% under current comp with the promise that,5% of base in optionsHad two other offers this year,"were comparable (after negotiation as the first offers were both 25% under current comp with the promise that 'stock will likely be worth more than cash by EoY'), but they had a much higher fraction of comp from RSUs",False,4.0,years,2019
2019-12-09,Senior data scientist (mostly product analytics,"Midwestern United States, USA",127000.0,tech,M.A. economics,4 years   * 2.5 years product analytics   * 1.5 years machine learning   * a year of research during M.A. if you want to count it,"22,000* **Other benefits**: worth mentioning that good health insurance is paid for 100","I wanna say $24,000 RSUs and $19,000 cash","170,000",False,1.5,years,2019
2019-12-09,Data Analyst,Philippines,15000.0,Portofolio Analytics and Indices,BS Applied Mathematics,Internship at a local bank,none,none,USD 15000 per year,False,0.5,years,2019
2019-12-09,Senior Data Scientist,Desconhecido,165000.0,Ad Tech,"PhD, CS",5 years,Desconhecido,quarterly bonuses,"gt;$165,000I had a long commute before starting this job so fully remote is real nice",False,1.0,months,2019
2019-12-09,Data Scientist,Netherlands,59000.0,Travel,Mechanical engineering,4 years (2 startups and 1 big travel software company,Desconhecido,Desconhecido,Desconhecido,False,2.0,years,2019
2019-12-09,"Algorithm Developer, mostly do modeling work for cyberphysical systems","Austin, TX, USA",160000.0,Oil/Gas,"MS CompE, BS CS",DoD work,Desconhecido,"33k bonus, $100K new RSUs/year",300k**Note that while the,False,3.0,years,2019
2019-12-09,Senior Data Analyst,Desconhecido,,Tech,PhD,Desconhecido,Desconhecido,Desconhecido,increased from ~$110K over that time,False,4.0,months,2019
2019-12-09,Senior Data Scientist,"Frankfurt, Germany",85.0,Banking,MS (Finance/Math,Desconhecido,Desconhecido,10% Bonus    Relocation/Sign-On Bonus: none,"90-95k    Benefits: 30 day holidays/year (plus federal/local holidays), 38 hour week (strictly enforced), plus all standard benefits you get in Germany (health insurance, pension etc).That salary is after a few job changes and seems to max out what you can get unless you're manager",False,1.0,years,2019
2019-12-09,None* **Tenure length:** 2 Weeks* **Location:** My Home* **Salary:** 0 * **Company/Industry:** N/A* **Education:** Masters* **Prior Experience:**   * **$Internship**   * **$Coop*** **Relocation/Signing Bonus:** 0* **Stock and/or recurring bonuses:** 0* **Total comp:** 0ok but really before getting canned a few weeks ago* **Title:** Data Analyst,"2604 Washington Rd, Augusta, GA 30904, USA",0.0,N/A* **Education:** Masters* **Prior Experience:**   * **$Internship**   * **$Coop*** **Relocation/Signing Bonus:** 0* **Stock and/or recurring bonuses:** 0* **Total comp:** 0ok but really before getting canned a few weeks ago* **Title:** Data Analyst* **Tenure length:** 18 Mo* **Location:** Boston MA* **Salary:** 90k* **Company/Industry:** Supply Chain - Transportation,Masters* **Prior Experience:**   * **$Internship**   * **$Coop*** **Relocation/Signing Bonus:** 0* **Stock and/or recurring bonuses:** 0* **Total comp:** 0ok but really before getting canned a few weeks ago* **Title:** Data Analyst* **Tenure length:** 18 Mo* **Location:** Boston MA* **Salary:** 90k* **Company/Industry:** Supply Chain - Transportation* **Education:** Masters in Data Analytics,"Internship**   * **$Coop*** **Relocation/Signing Bonus:** 0* **Stock and/or recurring bonuses:** 0* **Total comp:** 0ok but really before getting canned a few weeks ago* **Title:** Data Analyst* **Tenure length:** 18 Mo* **Location:** Boston MA* **Salary:** 90k* **Company/Industry:** Supply Chain - Transportation* **Education:** Masters in Data Analytics* **Prior Experience:**    * Supply Chain Ops work, not coded as analytics",2k,0,90k,False,2.0,months,2019
2019-12-09,Biostatistician/Data Scientist,"Fort Lauderdale, FL, USA",52.0,Clinical Research Organization (Pharma,B.S. Statistics (Graduated April 19,"7 years contracting data management services Internship: Short Real Estate, Finance, Légal Internships",NoneComp: Health Insurance / 401K,Bi-annual performance-based 5% raise,"52.5k at start with potential for 58.9k after a year- (expecting my first raise in January)I was hired as a statistician - ended up functioning as the sole data scientist. My roles span from statistical design of clinical studies to programming SAS, R, Python, and SQL programs- as well as utilizing various softwares to deploy machine learning/AI models and perform financial analytics",False,6.0,months,2019
2019-12-09,Data Scientist,"Phoenix, AZ, USA",90.0,Insurance,MS Analytics,Started at this company as an intern out of undergrad and converted to full time. Paid for part time masters,Desconhecido,Company Performance Bonus ~10% annual. $12k Retention bonuses annual,111k,False,2.5,years,2019
2019-12-09,Data Scientist,"Houston, TX, USA",136000.0,Oil and Gas,Masters in Applied Statistics,2yrs of actuarial experience   * **$Internship**   * **$Coop,Desconhecido,15-30% bonus,"163,000",False,2.0,years,2019
2019-12-09,Data Scientist,"Midwestern United States, USA",83000.0,Fortune 100,MS Statistics,None**   * **$Internship Yes,"5,000","5,000-12,000","93,000-100,000",False,1.0,years,2019
2019-12-09,Data Scientist,"San Francisco Bay Area, CA, USA",155.0,FB (IC4,PhD in engineering,1 year non-tech company @ ~$110k comp- No internship or coop,es: $50k,and $15k bonus,220k,False,1.5,years,2019
2019-12-09,Data Scientist,"Irving, TX, USA",130.0,Entertainment,"MSc Psychology, MSc Data Science",15 yrs,"None, local",20k,150k,False,2.5,years,2019
2019-12-09,Data Scientist,"New York, NY, USA",165.0,"HealthTech, reinforcement learning",Bachelor's,2 yoe in RL,"None, same city","Performance based bonus, probably won't hit",165k,False,1.0,years,2019
2019-12-09,Senior Data Scientist,"Los Angeles, CA, USA",160.0,Tech,BS Engineering/ MS in DS,2 Years DS Consulting at Big Firm   * 1 Year Senior DS in Entertainment,es:** 7K,Desconhecido,Desconhecido,False,1.0,months,2019
2019-12-09,Data Scientist,"St. Louis, MO, USA",95000.0,Healthcare,Masters,Nothing relevant,Desconhecido,Zilch,"95,000",False,3.0,years,2019
2019-12-09,Data Scientist,"Seattle, WA, USA",118000.0,Big tech company,"BS in CS, Data science. Completing MS in CS",3 data science internships,30k,"130k / 4 years, 0-20% salary bonus per year",165kCan't wait to finish school and get out there,False,2.0,unknown,2019
2019-12-09,Senior Business Intelligence Analyst,"Riverside County, CA, USA",88000.0,Beverage/CPG,"BS Pure Mathematics, MS Applied Mathematics",Internship:** Aviation Analyst   * **Data/BI Analyst:** 3 years,es:** Some,program I haven't looked into. 10% annual bonus,"100,000",False,4.0,months,2019
2019-12-09,senior data scientist,"Colorado, USA",151000.0,internet/web tech,MS,"1 year, also in web tech  - $Internship: yes",and yearly,Desconhecido,"250,000",False,2.0,unknown,2019
2019-12-09,"Data Scientist*** **Tenure length: 1.5 years*** **Location: San Francisco*** **Salary: 187k*** **Company/Industry: FB*** **Education: PhD (unrelated to DS--structural bio and neuropharmacology)*** **Prior Experience: 3 years in Bay Area tech companies*** **Internship: Insight DS*** **Relocation/Signing Bonus: 50k signing*** **Stock and/or recurring bonuses: 90k RSU, 30k bonus (15%)*** **Total comp: 305k**&amp;#x200B;For those interested, my salary historyFirst DS job:* **Title: Data Scientist*** **Tenure length: 1.5 years*** **Location: Bay Area*** **Salary: 120k*** **Company/Industry: DS consulting startup*** **Education: PhD*** **Prior Experience: none*** **Internship: Insight DS*** **Relocation/Signing Bonus: 0*** **Stock and/or recurring bonuses: some options I didn't exercise and bonus that never paid because the company wasn't doing well*** **Total comp: 120k**Next job:* **Title: Data Scientist (promo to Senior after 6 months then Lead after 12 months",Desconhecido,187.0,"FB*** **Education: PhD (unrelated to DS--structural bio and neuropharmacology)*** **Prior Experience: 3 years in Bay Area tech companies*** **Internship: Insight DS*** **Relocation/Signing Bonus: 50k signing*** **Stock and/or recurring bonuses: 90k RSU, 30k bonus (15%)*** **Total comp: 305k**&amp;#x200B;For those interested, my salary historyFirst DS job:* **Title: Data Scientist*** **Tenure length: 1.5 years*** **Location: Bay Area*** **Salary: 120k*** **Company/Industry: DS consulting startup*** **Education: PhD*** **Prior Experience: none*** **Internship: Insight DS*** **Relocation/Signing Bonus: 0*** **Stock and/or recurring bonuses: some options I didn't exercise and bonus that never paid because the company wasn't doing well*** **Total comp: 120k**Next job:* **Title: Data Scientist (promo to Senior after 6 months then Lead after 12 months)*** **Tenure length: 1.5 years*** **Location: San Francisco*** **Salary: 195k to start, 210k after 6 months*** **Company/Industry: Tech/Entertainment","PhD (unrelated to DS--structural bio and neuropharmacology)*** **Prior Experience: 3 years in Bay Area tech companies*** **Internship: Insight DS*** **Relocation/Signing Bonus: 50k signing*** **Stock and/or recurring bonuses: 90k RSU, 30k bonus (15%)*** **Total comp: 305k**&amp;#x200B;For those interested, my salary historyFirst DS job:* **Title: Data Scientist*** **Tenure length: 1.5 years*** **Location: Bay Area*** **Salary: 120k*** **Company/Industry: DS consulting startup*** **Education: PhD*** **Prior Experience: none*** **Internship: Insight DS*** **Relocation/Signing Bonus: 0*** **Stock and/or recurring bonuses: some options I didn't exercise and bonus that never paid because the company wasn't doing well*** **Total comp: 120k**Next job:* **Title: Data Scientist (promo to Senior after 6 months then Lead after 12 months)*** **Tenure length: 1.5 years*** **Location: San Francisco*** **Salary: 195k to start, 210k after 6 months*** **Company/Industry: Tech/Entertainment*** **Education: PhD","3 years in Bay Area tech companies*** **Internship: Insight DS*** **Relocation/Signing Bonus: 50k signing*** **Stock and/or recurring bonuses: 90k RSU, 30k bonus (15%)*** **Total comp: 305k**&amp;#x200B;For those interested, my salary historyFirst DS job:* **Title: Data Scientist*** **Tenure length: 1.5 years*** **Location: Bay Area*** **Salary: 120k*** **Company/Industry: DS consulting startup*** **Education: PhD*** **Prior Experience: none*** **Internship: Insight DS*** **Relocation/Signing Bonus: 0*** **Stock and/or recurring bonuses: some options I didn't exercise and bonus that never paid because the company wasn't doing well*** **Total comp: 120k**Next job:* **Title: Data Scientist (promo to Senior after 6 months then Lead after 12 months)*** **Tenure length: 1.5 years*** **Location: San Francisco*** **Salary: 195k to start, 210k after 6 months*** **Company/Industry: Tech/Entertainment*** **Education: PhD*** **Prior Experience: 1.5 years*** **Internship: Insight DS",0,40k (20,240k,False,1.5,years,2019
2019-12-09,Director of Data Science,"Houston, TX, USA",200.0,"Small company, very niche segment in the entertainment space",PhD in Engineering,"CPG, Distribution, Software.**   * **$Internship: None**   * **$Coop: None","None, was local","30% recurring bonus, given small share of company which only has any value if we sell the company",260K,False,6.0,years,2019
2019-12-09,Desconhecido,"Florida, USA",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,174k,False,2.0,unknown,2019
2019-12-09,Jr. Data Scientist,Central Europe,800.0,Big 4,"BS in Finance, finishing Msc in Financial Engineering",Desconhecido,Desconhecido,np.nan,800-900/mo,False,1.25,years,2019
2019-12-09,Director,"San Francisco, CA, USA",185.0,Financial Services,Masters,Summer Internship (2012): $45 per hour,Do not remember,RSUs $100k per year / Year-end Bonus $70k per year,355k,False,5.0,years,2019
2019-12-09,Data Scientist II,Desconhecido,,Desconhecido,Desconhecido,Desconhecido,Desconhecido,"50 RSU over 4 years, 2 RSU in year 1.* TC: ~170k* Benefits; pretty meh* Company: FAANG* Location: SeattleDecided I wanted to change things up a bit and optimize WLB so I got a new offer.For 2020:* Title: Director, Data Science* Base: 160k* Signon: 5k* Bonus (in 2021): 24k to 48k* Benefits: decent, but good PTO and great WLB* Industry: Insurance* Location: Seattle","Total YOE: 7 (2ish in product management, 5ish as a data scientist)Degree: MS Econ",False,1.0,years,2019
2019-12-09,Senior Data Analyst,"Seattle, WA, USA",86.0,SaaS (for academia,BA,"year in this role, 3 years as analyst at this company, part time analyst role throughout college $Internship n/a$Coop n/a",none/none,"9k+ bonus per year, plus product performance incentives","95kStarted at this role as an analyst 4 years ago at just under $60k, promoted to senior analyst and pay raised to ~$95k in intervening years.Telecommute role for a national company; pay isn't location-adjusted",False,4.0,years,2019
2019-12-09,Senior Systems Analyst,"Boston, MA, USA",95.0,Finance,"Undergrad math, MS applied statistics","grad school projects, internship here, part-time here while finishing school     * **Internship -**  at the same company",Desconhecido,20% annual bonus,115k,False,6.0,months,2019
2019-12-09,Senior Applied Scientist,"West Coast, USA",160.0,Big Tech,PhD,TT in Academia,es: 300k    Total comp: 460-500kMy total comp is significantly higher than my target comp due to company,300k    Total comp: 460-500kMy,is significantly higher than my target comp due to company stock doing very well in the past 3 years.  My target comp is about 350,False,3.0,years,2019
2019-12-09,Senior Data Scientist,"Denver, CO, USA",130000.0,Desconhecido,PhD,3 years at 2 companies as a DS (90k -&gt; 105k,Desconhecido,stuff,"130-143,000",False,8.0,months,2019
2019-12-09,Data Scientist,"Washington, DC, USA",135000.0,Consulting/federal contracting,"BA in Econ, 3-month data science boot camp 2 years ago","1.5 years in similar role at other contracting firm, 6 years as analyst in various roles before that","7,000",15% potential (but unlikely,"142,000-$160,000Build applications for government and some corporate uses, largely either large-scale prototypes or system migrations. More programming and wrangling than true model development because its hard to sell these types of clients on real data science projects",False,1.0,years,2019
2019-12-09,Marketing Coordinator,"Ohio, USA",30.0,Multifamily Housing,BFA Ballet and BS Political Science,Desconhecido,Desconhecido,Desconhecido,30k,False,5.0,years,2019
2019-12-09,Data Analyst,"Midwest City, OK, USA",,Desconhecido,STEM (not engineering or comp sci,Desconhecido,"0**Benefits**: 17 days PTO, 5 sick days, 12 paid holidays, 401(k) matching of 3-7% vesting period of 3-5 years (not being exact for ambiguity",10% of salary,"I mostly work with Excel everyday; very rarely do I ever use SQL and ever do I use python or R. Some projects require Tableau which I work on as I've got a good grasp on it vs. other coworkers. Average work week is 60-70 hours (has gone up over time). I also do a lot of client and internal communication and project managing - at times it definitely feels like I am doing the job of someone two/three levels higher than myself. I'm kind of sick of this job though as I feel like I've wasted my time in school if all I'm doing is Excel work everyday; also, I am not a fan of the industry that this consulting work is in",False,1.5,years,2019
2019-12-09,Data Scientist,"Austin, TX, USA",65.0,Large automaker,B.S. Comp Sci,Summer internship at same company   * Previous internship at small tech startup,"not sure, but I know others who also moved from my area and they report about $12k",recurring 10% annual raise for 3 yrs,85k,False,2.0,unknown,2019
2019-12-09,Data Scientist,United States,100400.0,Finance (just shy of 5k employees,masters in statistics,Desconhecido,Desconhecido,7200,"107,600Salary progression:55k, 68k, 88k, 107kI am unsure if the high progression is catch up, because of project performance (has been very high), or because of luck+relationships",False,4.0,years,2019
2019-12-09,Data Scientist,"San Francisco, CA, USA",120.0,Tech,MS,0 full time experience (This is my first job ever)   * **$Internship:** 5 month DS internship at different company (non-FAANG,5K,Nothing ($0,"125KI know people will say I am getting underpaid, but I am quite happy with this pay. I love the company and its people. I also really don't think I deserve this much money as a new grad, so I have no complaints",False,2.0,unknown,2019
2019-12-09,Data Analyst,"Austin, TX, USA",96000.0,Ecommerce Software,"Liberal Arts Master's Degree, also a night bootcamp (during second job",Mid Size Web Company* Start up,Desconhecido,Nothing recurring,"96,000Most common tools are SQL, Excel, Python, Tableau/Looker/whatever BI. There's also some light data engineering with Airflow, and light data science, but not really",False,2.5,years,2019
2019-12-09,Senior Data Scientist,"San Francisco Bay Area, CA, USA",180.0,Tech,BA Economics,Desconhecido,es:** 35K,s/15% Bonus* **Relocation/Sign-On Bonus:** 25k,240k (without relocation/sign-on,False,1.5,years,2019
2019-12-09,Lead Data Engineer,"Toronto, ON, Canada",130.0,Banking,Some college,"25yrs overall, ~8 in data engineering",40k,30k/yr RSU,180k,False,1.0,years,2019
2019-12-09,Researcher,"New York, NY, USA",200.0,Tech,Master's,Desconhecido,Desconhecido,35k RSU/$40k bonus,275k,False,5.0,years,2019
2019-12-09,Pharmacy Informatics Analyst,"Columbus, OH, USA",101500.0,Healthcare,"BS in C.I.S, Associate in Nursing, currently in master's for data analytics","2 years data analyst, 8 years Epic builder, 2 years RN, 5 years management"" Certs: 4 Epic Certifications (gold in healthcare industry",none,none,101500,False,6.0,months,2019
2019-12-09,Desconhecido,"San Francisco, CA, USA",170.0,Tech (YouTube,Desconhecido,Desconhecido,Desconhecido,Vest: 130K* Bonus: ~10% of base,320K,False,2.0,unknown,2019
2019-12-09,Data Scientist,"San Francisco, CA, USA",115000.0,SaaS,Bachelor's,Internship:** Internship at current company,es:** if the,"price doesn't move, it'll be \~$30,000 in options (strike price subtracted) over 4 years","122,000",False,2.0,years,2019
2019-12-09,Data Scientist,"San Francisco Bay Area, CA, USA",,Desconhecido,Desconhecido,Desconhecido,0,"bonus: $25,000","475,000",False,1.0,years,2019
2019-12-09,Senior Data Scientist,"Washington, DC, USA",121.0,Finance,PhD,"1 Year, Senior DS",15k,3-5% Base,125k,False,1.0,years,2019
2019-12-09,Data Scientist,"New York, NY, USA",80.0,Fintech,BA Econ,"1 year as data analyst, different industry",0,15,90K,False,1.0,years,2019
2019-12-09,Desconhecido,United States,85.0,Finance,Science and math heavy bachelors,2 years. I got lucky the position essentially allowed me to learn full time working under a post doc,5k,1200* **Total comp:** ~86k~3.5 months,"86k~3.5 months total PTO including holidays, 7% matching, strong healthcare, and a bunch of other random stuff.My title does not reflect my work at all. I basically manage the entire data pipeline and architecture for hundreds of people",False,2.0,unknown,2019
2019-12-09,Business Analyst,"Kansas City, MO, USA",43.0,Warehousing,Unrelated Bachelors,Desconhecido,Desconhecido,2-5k,"45-47kI manage software systems designed by another company and create reports and spreadsheets using crystal reports and excel. I also manage financials and billable from our company and manage all of the training for office workers across our warehouse system for anything regarding tech. Because it is a start up, I am the designated tech person for everything from data to integrations to hardware. Been a fun ride. I dont have much in the way of experience, but am the most experience person in my company at what I do, so the job is entry level with a twist. I am hoping to get a 20% raise or job upgrade once I have some experience and proven skills under my belt",False,1.0,years,2019
2019-12-09,Senior Consultant - Data Scientist,"Washington, DC, USA",115000.0,Technology Consulting,"B.S, Mechanical Engineering",Consultant - Data Analyst at Accenture for \~ 3 years   * **$Internship:** Worked with a Professor and his grad students in a microfabrication lab doing nanotech stuff for a summer in college   * **$Coop:** N/A,Desconhecido,"Will find out soon after appraisals are done (heard good things about the bonus, \~8-10k",Salary + annual bonus (performance + tenure,False,1.0,years,2019
2019-12-09,Business Analyst I,"Chicago, IL, USA",59000.0,Large tech company,"BA (Global Studies), self-taught SQL/Python",n/a (3 prior sales roles,Desconhecido,"10,000","80,000edit- formatting",False,6.0,months,2019
2019-12-09,BI Analyst,"Chicago, IL, USA",48.0,Logistics &amp; Supply Chain,BS,Desconhecido,Desconhecido,Desconhecido,"48kCurrently taking over the analytics dept. for the operations side of the company. Severely underpaid, but the opportunities are here",False,1.0,years,2019
2019-12-09,Data Scientist,"South Florida, FL, USA",80.0,B2B Logistics,MS Econ in USA,1 year as a Data Scientist,2k,Desconhecido,80k,False,1.0,years,2019
2019-12-09,Data Analyst,"Chicago, IL, USA",60.0,Marketing,Bachelors in Mech Eng from an Ivy,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,1.0,years,2019
2019-12-09,Analytics Manager,"Seattle, WA, USA",110.0,Tech,Math Undergrad Degree,Desconhecido,Desconhecido,20k Bonus,"130kStarted as an analyst, then lead a small team when consulting. Now manage 7 person team after I went full time for my client. Expecting a promotion at the end of this year or will find one in the market. Targeting around 160k based on what I do and what others in similar roles make I know, as my work had expanded a lot but not my title or pay in the last year",False,1.0,years,2019
2019-12-09,Reporting Analyst,"Chattanooga, TN, USA",58000.0,Insurance,"B.S. (political science), just started MS Analytics",none,Desconhecido,5% annual bonus,60kExcel reporting and tableau mostly,False,2.0,years,2019
2019-12-09,Research Investigator,United States,117000.0,Top 10 pharmaceutical company,"Ph.D. Bioinformatics, BS Computer Science",One summer internship as an undergrad at a biotech company plus relevant research experience during my PhD,"Relocation totally handled, but I'm on the hook to pay it back if I leave within 2 years","8% bonus target per year, plus company- and personal-performance multipliers",125-130k,False,1.2,years,2019
2019-12-09,Senior Data Scientist,"London, UK",45000.0,MLaaS platform -&gt; Banking (after startup exit few months ago,"BSc Physics, MSc Artificial intelligence (in progress, company funded",3 month internship (at same company,"es:  upto 10% cash, upto 15",Desconhecido,"approx £55k - £60k, add 10k if you include pension/funded mastersShould probably add benefits/other info to help compare:28 days paid vacation  8% pension, no contribution, no employer match afterwards  Paid for AI masters, and paid time off to study it part time  180k life assurance  50% salary protection for 5y (illness/disability)  Paid accomodation and expenses if you bring partner along on business trips  Private dental/optical/health for me/wife/kids (though UK has NHS anyway)  35 Hour workweek  Semi flextime, remote work occasionally  1 hour commute",False,2.5,years,2019
2019-12-09,Research Associate,"West Coast, USA",55.0,Education Contractor,ContractorEducation: Masters degrees in psych and applied stats,Desconhecido,Desconhecido,no idea yet,"55kThe only other person with any background in statistics or programming quit last weeks, so I'm their go-to data guy",False,3.0,months,2019
2019-12-09,senior analyst,"Seattle, WA, USA",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,ensation: ~100k,False,2.0,months,2019
2019-12-09,Data Scientist I,"New York, NY, USA",95.0,Nonprofit,MS Business Analytics,10 years of highly quantitative market research   * **$Internship:** Summer internship during MS with Large Online Retailer's DS team,none,possible profit-sharing,100k,False,1.0,years,2019
2019-12-09,Data Scientist/People Analytics/Human Capital,"New York, NY, USA",145000.0,Fortune 50 - Global Tech Company/ HR Analytics,B.Sc. Sociology '13 * M.A. Cognitive Science '15 * M.Sc. Learning Analytics '16 * Ph.D. Cognitive Science (ABD/Current Student - PT) '2020,Systems Administration ~6yrs * Instructional Design ~2yrs * Ad-Tech Data Science/Research ~2yrs * Ed-Tech Data Science/Research ~2yrs (Most recent,es:** * 6% 401k Match * 15% discount,options purchase plan * performance bonus &lt;= 10% YS * **Remote WFH 3 Days/Week*** **Attire:** Buisness/Professional,"170,000 (USD",False,2.0,months,2019
2019-12-09,Data Scientist,"New York, NY, USA",175.0,generic tech startup,MS,6 years of DS and analytics stuff,Desconhecido,options with E(X) = 0,183k,False,2.0,unknown,2019
2019-12-09,Principal Data Scientist,Desconhecido,160.0,SaaS/Tech,PhD,Desconhecido,Desconhecido,Bonus: Shares each year (private company) worth about \~$30k/yr at current valuation &amp; $15k/yr in bonuses,205k/yr,False,1.5,years,2019
2019-12-09,Data Scientist,"North Carolina, USA",100.0,Healthcare,MS,None   * **$Internship** Three relevant summer internships,lol,2k,102k,False,2.0,years,2019
2019-12-09,Sr Analytics Consultant,Canada,80.0,Consulting (Digital,Economics BA,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,2.0,years,2019
2019-12-09,Data Scientist,"Seattle, WA, USA",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,1.5,years,2019
2019-12-09,Head Scientist,"San Francisco, CA, USA",120.0,Tech Startup,PhD,Desconhecido,Desconhecido,TBD,120k,False,6.0,months,2019
2019-12-09,Data Analyst,"Sacramento, CA, USA",54000.0,Academia,B.S. (Math,4 years doin' other stuff,Desconhecido,Desconhecido,"54,000 (?)Modeling/Tableau jockey. looking at everyone else's pay makes me want to die",False,13.0,months,2019
2019-12-09,Data Analyst II,"Dallas, TX, USA",85000.0,Pharmaceutical distribution,Something worse than a liberal arts degree,2 small startups,Desconhecido,up to 8% bonus per year,"92,000Mostly work with programmers to acquire data from clients. Not hard work, but get to do a lot of programming in SQL and create my own Python applications whenever I want. My boss loves when I make our lives easier",False,3.0,years,2019
2019-12-09,"Director, Data Science","New York, NY, USA",230.0,Tech,PhD,Desconhecido,Desconhecido,45k RSU / 50k Bonus,325k,False,5.0,years,2019
2021-12-11,Senior Data Scientist Lead,"St. Louis, MO, USA",137500.0,Large corporation in biotech/agrotech,PhD,Joined current employer directly out of grad school   * **$Internship:** 3 Summer Internships as Graduate Student,Full relocation costs + $5500,18% annual bonus (depends on company performance)   * 15% Long Term Incentive (4 year vest,"183,000",False,8.0,years,2021
2021-12-11,Data Scientist,"Vancouver, BC, Canada",90.0,Mid-size non tech,"PhD, Physics",2 years various part-time and contract DS/DA work,Desconhecido,"10% profit sharing, ~10% performance bonus","108K (CAD, pro-rated)Edit: Jesus Christ I need to move to the US",False,4.0,months,2021
2021-12-11,data scientist,"Illinois, USA",100.0,Caterpillar,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,2.0,unknown,2021
2021-12-11,Senior Staff Data Scientist,"San Francisco Bay Area, CA, USA",240000.0,"Tech, not FAANG","MS in Mathematics, dropped out of a phd program after Masters","13 years, pretty much all of it in the Data / ML space","which translates to $72k, and ~$570k per year based on current valuation of",Desconhecido,882k per year,False,3.0,years,2021
2021-12-11,Head of Machine Learning,Germany,120000.0,Startup,PhD,"2 years DS, 2 years lead DS",no,"20,000 yearly bonus","140,000",False,1.0,years,2021
2021-12-11,Desconhecido,Desconhecido,,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,2.0,unknown,2021
2021-12-11,Sr Product Analyst,"San Francisco Bay Area, CA, USA",180.0,YouTube* **Level**: L5,PhD (Pure Math,Desconhecido,30K* **Total comp:** $370K (granted stock)/$510K (vested,160K granted/$300K vested* **Annual Bonus:** $30K,370K (granted stock)/$510K (vested stock,False,3.5,years,2021
2021-12-11,Process Data Scientist,"San Francisco, CA, USA",150.0,Semiconductors,ChemE PhD,brief stint as a postdoc + 3.5 years as ChE,0,RSU comes out to ~20k/year and bonus is set to 20,"200kI self-studied data science/programming while working a basically dead-end job for PhD's. It took awhile, but I was able to finally transition into a role where I can simultaneously improve my DS skills and keep my domain expertise in ChemE. I feel fortunate to be where I am at this stage of my career and am learning as much as I can each day",False,7.0,months,2021
2021-12-11,Decision Scientist,"Denver, CO, USA",100000.0,Late stage tech startup,MA Economics,"7.5 years at a marketing agency, 5 as QA/SWE, 2.5 as data scientist   * **$Internship:** 1 summer internship as front end dev",depends on company performance,options (4 year monthly vesting) worth ????   * $2500 annual lifestyle spending stipend   * ~$1000 in yearly spot bonuses,"130,000",False,8.0,months,2021
2021-12-11,AI Engineer,"London, UK",50000.0,Consulting (Gov,"MSc Software Development, BEng Mechanical Engineering",Desconhecido,Desconhecido,Desconhecido,"50,000",False,3.0,months,2021
2021-12-11,Data Scientist,"San Francisco Bay Area, CA, USA",160.0,FAANG,BS+MS,"1y, non-FAANG, non-DS",es**:  \~$190k/yr,"after appreciation, \~20% annual bonus","390kRemember, this thread suffers from tremendous voluntary response bias",False,2.0,years,2021
